cohort,data_type,field_name,description,category,units,loinc_code,loinc_name,confidence_score,query_source,llm_reasoning,num_queries,top_5_loinc
arivale,questionnaires,assessment:health-history:hepatitis_other:grandparent,Health History Old - Assessment:Health-History:Hepatitis Other:Grandparent,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"The field asks about hepatitis in grandparents, which is clearly family history of disease. LOINC 8670-2 'History of family member diseases' with system '^Family member' is the most appropriate match as it directly captures family member disease history without being overly specific to particular conditions or requiring the USSG-FHT framework.",5,"['54116-9', '54117-7', '54114-4', '54137-5', '11348-0']"
arivale,questionnaires,assessment:health-history:prostate_nodules:grandparent,Health History Old - Assessment:Health-History:Prostate Nodules:Grandparent,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"The field 'assessment:health-history:prostate_nodules:grandparent' is asking about prostate nodules in grandparents, which is family history information. LOINC 8670-2 'History of family member diseases' with system '^Family member' is the most appropriate match as it specifically captures family member disease history. While there are prostate-specific codes (84898-6, 84897-8), they refer to current prostate tumor characteristics rather than family history. The family history codes (54114-4, 54116-9) are also relevant but 8670-2 is more general and suitable for this specific family disease history question.",5,"['54114-4', '54116-9', '84898-6', '54126-8', '11322-5']"
arivale,questionnaires,assessment:health-history:skin_psoriasis:grandparent,Health History Old - Assessment:Health-History:Skin Psoriasis:Grandparent,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"This field captures family history of psoriasis in grandparents specifically. LOINC 8670-2 'History of family member diseases' with system '^Family member' is the most appropriate match as it directly addresses family member disease history. While 62906-3 mentions psoriasis specifically, it's a protocol rather than a direct clinical observation code. The selected code provides the correct semantic framework for documenting grandparent health history.",5,"['62906-3', '10178-2', '8666-0', '54117-7', '68731-9']"
arivale,questionnaires,assessment:health-history:arthritis_rheumatoid:family,Health History Old - Assessment:Health-History:Arthritis Rheumatoid:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"This field captures family history of rheumatoid arthritis. LOINC 8670-2 'History of family member diseases' is the most appropriate match as it specifically addresses family member disease history with the correct system (^Family member). While more specific arthritis codes exist, this general family history code is standard for capturing family disease history in questionnaires.",5,"['54114-4', '54116-9', '62892-5', '10157-6', '54117-7']"
arivale,questionnaires,assessment:health-history:bipolar:family,Health History Old - Assessment:Health-History:Bipolar:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"This field specifically asks about family history of bipolar disorder. LOINC 8670-2 'History of family member diseases' with system '^Family member' is the most appropriate general code for capturing family history of specific diseases including mental health conditions like bipolar disorder. While 54114-4 is more comprehensive (USSG-FHT panel), 8670-2 is more focused and appropriate for this specific family history question.",5,"['54114-4', '94019-7', '11348-0', '10157-6', '54117-7']"
arivale,questionnaires,assessment:health-history:colon_polyp:family,Health History Old - Assessment:Health-History:Colon Polyp:Family,health_history_old,,8670-2,History of family member diseases,0.75,exact_description,"Best semantic match for family history questionnaire data. While not specific to colon polyps, 8670-2 'History of family member diseases' is the most appropriate general family history code for this questionnaire field, as it matches both the family context and health history nature of the data.",5,"['8670-2', '10157-6', '54114-4', '65947-4', '75283-2']"
arivale,questionnaires,assessment:health-history:diverticulosis:family,Health History Old - Assessment:Health-History:Diverticulosis:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"This field captures family history of diverticulosis specifically. LOINC 8670-2 'History of family member diseases' is the most appropriate general code for documenting family history of diseases. While there's no diverticulosis-specific family history LOINC, this code covers the broader concept of family disease history that this field represents. The system '^Family member' aligns perfectly with the field's focus on family history.",5,"['10157-6', '8670-2', '54116-9', '54114-4', '49033-4']"
arivale,questionnaires,assessment:health-history:gout:family,Health History Old - Assessment:Health-History:Gout:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"The field 'assessment:health-history:gout:family' specifically asks about family history of gout. LOINC 8670-2 'History of family member diseases' is the most appropriate match as it directly captures family history of diseases (which would include gout), has the correct system (Family member), and is a standard code for documenting family disease history. While 54114-4 and 54116-9 are also family history codes, 8670-2 is more concise and directly applicable for capturing family history of specific diseases like gout.",5,"['54114-4', '54116-9', '54126-8', '78924-8', '10157-6']"
arivale,questionnaires,assessment:health-history:hepatitis_b:family,Health History Old - Assessment:Health-History:Hepatitis B:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"The field 'assessment:health-history:hepatitis_b:family' specifically asks about family history of hepatitis B. LOINC 8670-2 'History of family member diseases' is the most appropriate match as it captures family history of diseases in general, which would include hepatitis B. While there is a hepatitis B-specific code (55275-2), it refers to patient status rather than family history. The family history codes (54114-4, 54116-9, 8670-2) are all relevant, but 8670-2 is the most concise and direct match for capturing family disease history.",5,"['54114-4', '54116-9', '8670-2', '10157-6', '54117-7']"
arivale,questionnaires,assessment:health-history:hepatitis_other:family,Health History Old - Assessment:Health-History:Hepatitis Other:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,Field specifically asks about hepatitis (a disease) in family members. 8670-2 'History of family member diseases' directly matches this semantic meaning with appropriate system scope (^Family member) and covers disease history in family members.,5,"['54114-4', '54116-9', '54117-7', '8670-2', '10157-6']"
arivale,questionnaires,assessment:health-history:irritable_bowel_syndrome:family,Health History Old - Assessment:Health-History:Irritable Bowel Syndrome:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"8670-2 'History of family member diseases' is the most appropriate match as it specifically captures family history of diseases, which directly applies to family history of irritable bowel syndrome. The '^Family member' system designation confirms this is for family-related health history.",5,"['8670-2', '10157-6', '28487-7', '28488-5', '75283-2']"
arivale,questionnaires,assessment:health-history:thyroid_nodule:family,Health History Old - Assessment:Health-History:Thyroid Nodule:Family,health_history_old,,8670-2,History of family member diseases,0.85,exact_description,"The field 'assessment:health-history:thyroid_nodule:family' specifically asks about family history of thyroid nodules. LOINC code 8670-2 'History of family member diseases' is the most appropriate general code for capturing family disease history. While none of the codes are thyroid-specific, this code provides the broadest coverage for family disease history collection, which aligns with the field's intent to capture thyroid nodule history in family members.",5,"['54114-4', '54116-9', '54117-7', '8670-2', '54126-8']"
